State,Year,Civilian Non-institutional Population,Labor Force,Employed,Unemployed,Labor Force Participation Rate,Unemployment Rate
TX,1986-12-31,11939500.0,8174323.0,7457629.08,716693.92,68.47,8.77
TX,1987-12-31,12017083.33,8275364.42,7570807.42,704557.0,68.87,8.52
TX,1988-12-31,12076500.0,8351639.08,7731546.33,620092.75,69.18,7.43
TX,1989-12-31,12216000.0,8452252.0,7885072.0,567180.0,69.19,6.71
TX,1990-12-31,12604401.67,8607913.17,8058486.58,549426.58,68.29,6.38
TX,1991-12-31,12807208.33,8770370.42,8158812.58,611557.83,68.47,6.97
TX,1992-12-31,13035341.33,8999534.33,8307879.75,691654.58,69.05,7.69
TX,1993-12-31,13293974.17,9167770.58,8506125.92,661644.67,68.96,7.22
TX,1994-12-31,13557440.33,9395665.42,8778679.67,616985.75,69.32,6.57
TX,1995-12-31,13815490.0,9576081.42,8990546.92,585534.5,69.33,6.11
TX,1996-12-31,14072456.25,9728403.67,9168805.83,559597.83,69.13,5.75
TX,1997-12-31,14351589.08,9916035.58,9381418.58,534617.0,69.1,5.39
TX,1998-12-31,14638305.33,10116789.25,9615173.67,501615.58,69.1,4.96
TX,1999-12-31,14925354.92,10268397.0,9784383.0,484014.0,68.8,4.71
TX,2000-12-31,15200556.83,10388753.67,9932977.67,455776.0,68.35,4.39
TX,2001-12-31,15494856.92,10536998.0,10013468.58,523529.42,68.0,4.97
TX,2002-12-31,15780779.75,10743346.67,10061499.83,681846.83,68.06,6.35
TX,2003-12-31,16050108.33,10909402.75,10175185.58,734217.17,67.98,6.73
TX,2004-12-31,16322711.83,10995044.08,10334618.0,660426.08,67.36,6.01
TX,2005-12-31,16623005.42,11172303.67,10562009.67,610294.0,67.21,5.46
TX,2006-12-31,17004846.42,11335464.92,10768741.75,566723.17,66.68,5.0
TX,2007-12-31,17390495.33,11441626.75,10942617.17,499009.58,65.79,4.36
TX,2008-12-31,17740350.33,11678849.08,11108770.67,570078.42,65.83,4.88
TX,2009-12-31,18091029.17,11948190.92,11047774.67,900416.25,66.05,7.53
TX,2010-12-31,18567149.33,12258425.08,11255545.25,1002879.83,66.03,8.18
TX,2011-12-31,18967567.75,12500076.25,11498484.17,1001592.08,65.91,8.01
TX,2012-12-31,19328315.42,12641404.42,11795768.92,845635.5,65.41,6.69
TX,2013-12-31,19686190.58,12833157.67,12025234.17,807923.5,65.2,6.3
TX,2014-12-31,20086438.0,13006807.67,12333298.42,673509.25,64.75,5.18
TX,2015-12-31,20509246.67,13091904.33,12506142.42,585761.92,63.85,4.47
TX,2016-12-31,20905006.58,13348141.25,12727661.83,620479.42,63.85,4.65
TX,2017-12-31,21135080.0,13473313.25,12887241.75,586071.5,63.75,4.35
TX,2018-12-31,21443060.75,13712789.75,13176523.75,536266.0,63.93,3.91
TX,2019-12-31,21776098.0,13929799.58,13438097.67,491701.92,63.97,3.53
TX,2020-12-31,22132426.58,13936334.0,12865476.17,1070857.83,62.98,7.71
TX,2021-12-31,22486050.67,14295525.42,13489640.58,805884.83,63.58,5.64
TX,2022-12-31,22906232.5,14674724.42,14096521.08,578203.33,64.05,3.94
TX,2023-12-31,23362409.67,15065192.58,14469264.0,595928.58,64.49,3.96
TX,2024-12-31,23776100.56,15278349.11,14669399.0,608950.11,64.26,3.99
UT,1976-12-31,836416.67,525405.0,495963.33,29441.67,62.82,5.61
UT,1977-12-31,866000.0,546107.08,517672.5,28434.58,63.08,5.21
UT,1978-12-31,896750.0,569333.75,547334.67,21999.08,63.49,3.87
UT,1979-12-31,929083.33,606839.17,580109.25,26729.92,65.32,4.4
UT,1980-12-31,961666.67,632196.17,592580.33,39615.83,65.74,6.26
UT,1981-12-31,989583.33,649208.5,606022.75,43185.75,65.6,6.65
UT,1982-12-31,1016666.67,671498.25,616986.25,54512.0,66.04,8.11
UT,1983-12-31,1045750.0,690583.33,628354.58,62228.75,66.03,9.02
UT,1984-12-31,1050083.33,708097.5,661564.75,46532.75,67.42,6.57
UT,1985-12-31,1062500.0,733308.92,688925.75,44383.17,69.02,6.05
UT,1986-12-31,1076916.67,751974.42,705664.17,46310.25,69.82,6.16
UT,1987-12-31,1086750.0,755883.25,708594.33,47288.92,69.55,6.26
UT,1988-12-31,1096750.0,759563.83,721897.67,37666.17,69.26,4.96
UT,1989-12-31,1109833.33,786998.0,750777.75,36220.25,70.91,4.6
UT,1990-12-31,1159015.75,818465.92,782603.33,35862.58,70.62,4.38
UT,1991-12-31,1202129.08,847795.17,807566.58,40228.58,70.52,4.74
UT,1992-12-31,1250593.5,882295.08,839407.5,42887.58,70.56,4.86
UT,1993-12-31,1303474.5,937150.33,899184.58,37965.75,71.88,4.06
UT,1994-12-31,1357272.25,995026.08,957949.83,37076.25,73.3,3.73
UT,1995-12-31,1406486.58,1018838.83,983713.83,35125.0,72.43,3.45
UT,1996-12-31,1452951.0,1041953.0,1006862.92,35090.08,71.71,3.37
UT,1997-12-31,1491332.0,1070220.42,1036325.08,33895.33,71.76,3.17
UT,1998-12-31,1524879.75,1103735.75,1064306.75,39429.0,72.36,3.57
UT,1999-12-31,1554094.08,1124002.75,1084629.25,39373.5,72.32,3.5
UT,2000-12-31,1583059.17,1142960.67,1104800.25,38160.42,72.19,3.34
UT,2001-12-31,1620083.17,1162638.33,1111833.08,50805.25,71.75,4.37
UT,2002-12-31,1655613.08,1179541.17,1112766.25,66774.92,71.24,5.66
UT,2003-12-31,1689212.42,1197185.17,1130607.08,66578.08,70.86,5.56
UT,2004-12-31,1730928.42,1231551.67,1169920.33,61631.33,71.15,5.01
UT,2005-12-31,1777777.33,1280607.58,1228819.58,51788.0,72.02,4.05
UT,2006-12-31,1835540.08,1333170.17,1295189.17,37981.0,72.62,2.85
UT,2007-12-31,1889475.58,1377773.25,1342459.75,35313.5,72.92,2.56
UT,2008-12-31,1934012.58,1385465.33,1339172.0,46293.33,71.65,3.34
UT,2009-12-31,1972473.58,1374324.25,1274620.75,99703.5,69.69,7.26
UT,2010-12-31,1970916.17,1350136.92,1242989.08,107147.83,68.52,7.94
UT,2011-12-31,1991464.75,1341435.42,1246716.08,94719.33,67.38,7.06
UT,2012-12-31,2025839.58,1348660.08,1284264.33,64395.75,66.58,4.78
UT,2013-12-31,2063004.5,1386251.17,1327893.17,58358.0,67.19,4.21
UT,2014-12-31,2099304.08,1415850.5,1364381.58,51468.92,67.45,3.64
UT,2015-12-31,2140901.0,1453624.33,1402169.83,51454.5,67.88,3.54
UT,2016-12-31,2193627.08,1500217.92,1449932.08,50285.83,68.39,3.35
UT,2017-12-31,2260156.0,1554193.5,1505205.0,48988.5,68.77,3.15
UT,2018-12-31,2312734.17,1584455.0,1538198.42,46256.58,68.5,2.92
UT,2019-12-31,2365222.58,1619245.0,1578156.75,41088.25,68.45,2.54
UT,2020-12-31,2418042.33,1643880.58,1564400.42,79480.17,67.98,4.84
UT,2021-12-31,2475989.42,1683646.0,1637240.67,46405.33,68.0,2.76
UT,2022-12-31,2526651.5,1737855.08,1696735.25,41119.83,68.77,2.37
UT,2023-12-31,2575361.58,1789984.83,1742852.67,47132.17,69.51,2.63
UT,2024-12-31,2617703.33,1801157.44,1746950.67,54206.78,68.8,3.01
VA,1976-12-31,3578083.33,2341579.33,2203985.17,137594.17,65.45,5.88
VA,1977-12-31,3667666.67,2402533.0,2271687.08,130845.92,65.51,5.45
VA,1978-12-31,3755666.67,2486839.25,2355642.5,131196.75,66.22,5.28
VA,1979-12-31,3824750.0,2531038.83,2411188.17,119850.67,66.18,4.74
VA,1980-12-31,3888500.0,2564502.17,2433265.75,131236.42,65.94,5.12
VA,1981-12-31,3958750.0,2610680.25,2455641.42,155038.83,65.94,5.94
VA,1982-12-31,4019500.0,2668683.08,2470725.75,197957.33,66.38,7.42
VA,1983-12-31,4082000.0,2728181.42,2555364.75,172816.67,66.84,6.34
VA,1984-12-31,4152916.67,2809571.5,2667197.42,142374.08,67.64,5.07
VA,1985-12-31,4214166.67,2865951.42,2711068.5,154882.92,68.02,5.4
VA,1986-12-31,4299250.0,2919031.58,2774441.33,144590.25,67.88,4.95
VA,1987-12-31,4394833.33,3004069.0,2878548.75,125520.25,68.35,4.18
VA,1988-12-31,4480666.67,3083977.08,2963628.92,120348.17,68.83,3.9
VA,1989-12-31,4545666.67,3143799.08,3021606.33,122192.75,69.17,3.89
VA,1990-12-31,4655612.75,3233167.33,3090089.33,143078.0,69.45,4.42
VA,1991-12-31,4714028.17,3320933.42,3128232.75,192700.67,70.44,5.8
VA,1992-12-31,4780309.83,3376569.83,3168239.83,208330.0,70.64,6.17
VA,1993-12-31,4853591.67,3370560.5,3195634.75,174925.75,69.44,5.19
VA,1994-12-31,4918956.83,3414903.5,3250543.33,164360.17,69.43,4.81
VA,1995-12-31,4982738.5,3446936.08,3293678.17,153257.92,69.18,4.45
VA,1996-12-31,5052520.25,3439155.67,3290004.75,149150.92,68.08,4.34
VA,1997-12-31,5116552.08,3464586.08,3336279.58,128306.5,67.71,3.7
VA,1998-12-31,5171500.5,3500610.5,3403591.25,97019.25,67.68,2.77
VA,1999-12-31,5240615.58,3555885.42,3459886.5,95998.92,67.85,2.7
VA,2000-12-31,5304549.42,3607018.5,3524847.33,82171.17,68.0,2.28
VA,2001-12-31,5379277.92,3680397.17,3559213.5,121183.67,68.42,3.29
VA,2002-12-31,5453730.83,3740188.42,3576871.92,163316.5,68.58,4.37
VA,2003-12-31,5518251.58,3771767.67,3608559.75,163207.92,68.37,4.33
VA,2004-12-31,5615773.33,3813625.5,3657879.17,155746.33,67.89,4.08
VA,2005-12-31,5705956.33,3906976.42,3757062.83,149913.58,68.47,3.84
VA,2006-12-31,5788571.08,3976424.83,3843695.92,132728.92,68.68,3.34
VA,2007-12-31,5857950.33,4039584.08,3907014.25,132569.83,68.95,3.28
VA,2008-12-31,5926737.08,4128722.5,3951875.67,176846.83,69.66,4.28
VA,2009-12-31,6000844.58,4136974.33,3854576.25,282398.08,68.94,6.83
VA,2010-12-31,6144282.75,4163300.5,3859241.67,304058.83,67.77,7.3
VA,2011-12-31,6243509.25,4204664.58,3928555.75,276108.83,67.36,6.57
VA,2012-12-31,6319656.92,4218174.5,3967462.67,250711.83,66.75,5.94
VA,2013-12-31,6383104.08,4239442.0,4003367.0,236075.0,66.42,5.57
VA,2014-12-31,6441177.17,4258966.0,4040986.75,217979.25,66.1,5.12
VA,2015-12-31,6495053.0,4233488.33,4048007.33,185481.0,65.18,4.38
VA,2016-12-31,6543547.83,4254961.25,4085049.17,169912.08,65.03,3.99
VA,2017-12-31,6624959.58,4352493.42,4193033.67,159459.75,65.69,3.66
VA,2018-12-31,6670343.17,4358415.92,4227344.25,131071.67,65.34,3.01
VA,2019-12-31,6718931.25,4418811.0,4297490.58,121320.42,65.77,2.75
VA,2020-12-31,6753189.58,4332457.25,4052597.08,279860.17,64.15,6.49
VA,2021-12-31,6782037.42,4315261.42,4148978.25,166283.17,63.63,3.86
VA,2022-12-31,6816033.0,4428478.92,4305865.58,122613.33,64.97,2.77
VA,2023-12-31,6862917.25,4553629.08,4423910.0,129719.08,66.34,2.85
VA,2024-12-31,6906964.11,4579760.0,4449241.78,130518.22,66.3,2.85
VT,1976-12-31,342916.67,217968.08,199941.5,18026.58,63.56,8.27
VT,1977-12-31,351583.33,227844.92,211879.42,15965.5,64.81,7.01
VT,1978-12-31,359833.33,238170.08,224683.75,13486.33,66.18,5.67
VT,1979-12-31,368666.67,244145.75,231977.75,12168.0,66.22,4.98
VT,1980-12-31,376666.67,249508.92,234715.83,14793.08,66.26,5.93
VT,1981-12-31,381833.33,257391.08,242329.0,15062.08,67.42,5.85
VT,1982-12-31,386750.0,262827.83,244832.83,17995.0,67.97,6.85
VT,1983-12-31,391666.67,265814.58,248452.08,17362.5,67.87,6.53
VT,1984-12-31,396166.67,270795.67,257521.92,13273.75,68.35,4.9
VT,1985-12-31,401750.0,279292.33,266502.5,12789.83,69.51,4.58
VT,1986-12-31,407000.0,288437.17,275947.25,12489.92,70.88,4.33
VT,1987-12-31,413250.0,295015.92,283954.08,11061.83,71.38,3.75
VT,1988-12-31,422250.0,299207.08,290185.92,9021.17,70.87,3.01
VT,1989-12-31,429750.0,304839.08,293764.17,11074.92,70.93,3.63
VT,1990-12-31,429401.92,306921.08,292473.92,14447.17,71.48,4.71
VT,1991-12-31,432367.58,306712.25,288491.92,18220.33,70.93,5.94
VT,1992-12-31,434826.58,311639.17,292209.17,19430.0,71.67,6.23
VT,1993-12-31,438619.08,314421.33,298057.75,16363.58,71.68,5.2
VT,1994-12-31,443078.08,315837.83,301907.83,13930.0,71.29,4.41
VT,1995-12-31,448120.67,319911.58,306609.75,13301.83,71.39,4.16
VT,1996-12-31,453496.33,325433.25,311481.83,13951.42,71.77,4.29
VT,1997-12-31,458788.75,330091.33,317080.58,13010.75,71.97,3.94
VT,1998-12-31,463497.92,334506.0,322910.33,11595.67,72.17,3.47
VT,1999-12-31,468457.0,337475.08,327131.0,10344.08,72.03,3.06
VT,2000-12-31,473914.58,334120.83,324706.58,9414.25,70.51,2.82
VT,2001-12-31,478732.42,338085.33,326956.92,11128.42,70.62,3.29
VT,2002-12-31,483459.92,343303.0,330113.83,13189.17,71.02,3.84
VT,2003-12-31,487921.75,346329.5,331180.17,15149.33,70.98,4.37
VT,2004-12-31,491812.67,347298.58,334518.5,12780.08,70.61,3.68
VT,2005-12-31,495489.58,349540.25,337432.33,12107.92,70.55,3.46
VT,2006-12-31,499415.33,355335.83,342141.42,13194.42,71.16,3.71
VT,2007-12-31,502287.25,353341.42,339446.92,13894.5,70.35,3.93
VT,2008-12-31,504718.17,353989.58,337873.58,16116.0,70.12,4.55
VT,2009-12-31,507164.42,359348.33,337126.42,22221.92,70.86,6.18
VT,2010-12-31,507844.75,359711.67,336989.75,22721.92,70.83,6.32
VT,2011-12-31,510271.58,357624.17,337724.17,19900.0,70.1,5.56
VT,2012-12-31,511491.67,353974.0,336951.58,17022.42,69.19,4.81
VT,2013-12-31,512771.17,350255.83,334797.5,15458.33,68.3,4.41
VT,2014-12-31,513649.25,348750.67,334805.33,13945.33,67.9,4.0
VT,2015-12-31,514883.92,346507.58,334254.92,12252.67,67.31,3.54
VT,2016-12-31,515410.33,345856.0,335021.67,10834.33,67.09,3.13
VT,2017-12-31,527813.83,355333.33,344640.58,10692.75,67.32,3.01
VT,2018-12-31,530176.42,355366.5,346562.92,8803.58,67.02,2.48
VT,2019-12-31,532459.0,353350.83,346045.33,7305.5,66.35,2.07
VT,2020-12-31,534621.33,339789.92,320602.25,19187.67,63.56,5.65
VT,2021-12-31,538622.67,336277.75,324247.75,12030.0,62.42,3.58
VT,2022-12-31,540465.83,343556.42,335598.5,7957.92,63.57,2.32
VT,2023-12-31,542477.92,350830.33,343814.92,7015.42,64.68,2.0
VT,2024-12-31,544417.78,356681.44,348923.11,7758.33,65.52,2.18
WA,1976-12-31,2633666.67,1617187.17,1475063.42,142123.75,61.39,8.78
WA,1977-12-31,2719000.0,1705763.42,1562929.92,142833.5,62.74,8.38
WA,1978-12-31,2823333.33,1809880.42,1686692.25,123188.17,64.1,6.8
WA,1979-12-31,2940250.0,1921669.17,1791185.17,130484.0,65.34,6.79
WA,1980-12-31,3056083.33,1970425.33,1814368.67,156056.67,64.48,7.92
WA,1981-12-31,3121583.33,2007014.92,1819541.0,187473.92,64.31,9.34
WA,1982-12-31,3158000.0,2023545.42,1788004.5,235540.92,64.08,11.64
WA,1983-12-31,3186750.0,2048718.42,1819352.83,229365.58,64.29,11.2
WA,1984-12-31,3226083.33,2077192.83,1883914.33,193278.5,64.38,9.31
WA,1985-12-31,3258750.0,2107253.83,1933927.83,173326.0,64.67,8.23
WA,1986-12-31,3328416.67,2184886.17,2007716.67,177169.5,65.63,8.11
WA,1987-12-31,3398750.0,2261016.75,2096300.83,164715.92,66.52,7.29
WA,1988-12-31,3477250.0,2334565.08,2187981.08,146584.0,67.14,6.28
WA,1989-12-31,3554750.0,2447462.75,2302922.33,144540.42,68.85,5.91
WA,1990-12-31,3676358.58,2522237.42,2391985.08,130252.33,68.61,5.16
WA,1991-12-31,3762332.58,2559405.33,2403377.83,156027.5,68.02,6.09
WA,1992-12-31,3857917.58,2645928.75,2455516.75,190412.0,68.58,7.19
WA,1993-12-31,3954336.0,2700587.5,2503977.92,196609.58,68.3,7.28
WA,1994-12-31,4036254.42,2741160.67,2569011.33,172149.33,67.92,6.28
WA,1995-12-31,4118589.67,2803884.17,2629163.17,174721.0,68.08,6.23
WA,1996-12-31,4193091.42,2893479.33,2722642.0,170837.33,69.01,5.91
WA,1997-12-31,4273176.42,2970394.08,2823826.42,146567.67,69.52,4.94
WA,1998-12-31,4348344.92,3032420.33,2886317.92,146102.42,69.74,4.82
WA,1999-12-31,4409013.25,3063528.5,2915879.58,147648.92,69.48,4.82
WA,2000-12-31,4465691.83,3087355.5,2929590.92,157764.58,69.13,5.11
WA,2001-12-31,4534285.83,3085255.42,2900254.67,185000.75,68.06,6.0
WA,2002-12-31,4601381.25,3101306.0,2881745.58,219560.42,67.41,7.08
WA,2003-12-31,4660988.33,3135393.25,2909119.25,226274.0,67.28,7.22
WA,2004-12-31,4737670.25,3188761.92,2988081.83,200680.08,67.32,6.29
WA,2005-12-31,4817314.42,3259985.75,3077509.33,182476.42,67.67,5.6
WA,2006-12-31,4915789.5,3330079.83,3163829.5,166250.33,67.74,4.99
WA,2007-12-31,5005665.42,3401943.58,3245456.0,156487.58,67.97,4.6
WA,2008-12-31,5089153.5,3474760.67,3291001.58,183759.08,68.28,5.29
WA,2009-12-31,5174102.08,3464212.75,3177708.75,286504.0,66.95,8.27
WA,2010-12-31,5245864.25,3457981.92,3142072.17,315909.75,65.9,9.14
WA,2011-12-31,5311367.42,3438842.25,3145574.33,293267.92,64.74,8.53
WA,2012-12-31,5380521.42,3467973.75,3202465.75,265508.0,64.45,7.66
WA,2013-12-31,5441679.67,3460668.08,3231662.25,229005.83,63.6,6.62
WA,2014-12-31,5522477.33,3494823.92,3287769.33,207054.58,63.27,5.93
WA,2015-12-31,5619382.58,3555226.42,3362233.58,192992.83,63.27,5.43
WA,2016-12-31,5731878.0,3649332.67,3459286.75,190045.92,63.67,5.21
WA,2017-12-31,5851092.33,3727011.42,3554229.67,172781.75,63.7,4.64
WA,2018-12-31,5944441.42,3814711.42,3645745.17,168966.25,64.17,4.43
WA,2019-12-31,6029944.75,3962410.17,3796056.58,166353.58,65.71,4.2
WA,2020-12-31,6104496.67,3889556.75,3557685.25,331871.5,63.73,8.53
WA,2021-12-31,6146146.83,3869761.5,3667423.0,202338.5,62.97,5.23
WA,2022-12-31,6203579.75,3969531.42,3807565.0,161966.42,63.99,4.08
WA,2023-12-31,6257778.83,4025694.0,3861655.42,164038.58,64.34,4.07
WA,2024-12-31,6303887.89,4018227.44,3825683.67,192543.78,63.73,4.79
WI,1976-12-31,3266333.33,2145221.0,2027325.92,117895.08,65.68,5.5
WI,1977-12-31,3319416.67,2187798.42,2076978.25,110820.17,65.91,5.07
WI,1978-12-31,3366333.33,2251926.0,2142762.08,109163.92,66.91,4.85
WI,1979-12-31,3419750.0,2311550.08,2206639.42,104910.67,67.6,4.54
WI,1980-12-31,3474833.33,2350342.83,2177454.58,172888.25,67.63,7.35
WI,1981-12-31,3512916.67,2375205.42,2189654.92,185550.5,67.62,7.81
WI,1982-12-31,3535500.0,2418721.25,2168966.08,249755.17,68.41,10.32
WI,1983-12-31,3540083.33,2406972.92,2171639.5,235333.42,67.98,9.77
WI,1984-12-31,3555250.0,2400536.08,2225872.75,174663.33,67.52,7.28
WI,1985-12-31,3572500.0,2396801.58,2226091.17,170710.42,67.08,7.12
WI,1986-12-31,3591333.33,2432020.75,2267202.92,164817.83,67.73,6.78
WI,1987-12-31,3617666.67,2491086.08,2348784.67,142301.42,68.86,5.71
WI,1988-12-31,3649000.0,2549548.92,2437843.83,111705.08,69.87,4.38
WI,1989-12-31,3669500.0,2594216.58,2482995.67,111220.92,70.69,4.29
WI,1990-12-31,3677216.75,2598471.92,2484979.33,113492.58,70.66,4.37
WI,1991-12-31,3720426.5,2629674.75,2488546.17,141128.58,70.66,5.37
WI,1992-12-31,3766809.17,2695902.58,2558532.0,137370.58,71.56,5.09
WI,1993-12-31,3817858.08,2748929.83,2628816.42,120113.42,72.0,4.37
WI,1994-12-31,3860824.0,2821101.33,2702290.25,118811.08,73.08,4.21
WI,1995-12-31,3908123.33,2871706.0,2765061.08,106644.92,73.48,3.71
WI,1996-12-31,3954172.5,2920345.08,2815278.5,105066.58,73.87,3.6
WI,1997-12-31,3987221.5,2955505.08,2852679.33,102825.75,74.12,3.48
WI,1998-12-31,4014687.5,2967252.33,2869639.08,97613.25,73.92,3.29
WI,1999-12-31,4047570.08,2958513.33,2867551.75,90961.58,73.09,3.07
WI,2000-12-31,4086372.5,2986286.25,2885060.33,101225.92,73.1,3.39
WI,2001-12-31,4127721.0,3017444.0,2883733.58,133710.42,73.11,4.43
WI,2002-12-31,4170446.0,3017466.92,2856767.0,160699.92,72.36,5.33
WI,2003-12-31,4210385.67,3044680.5,2873419.42,171261.08,72.32,5.62
WI,2004-12-31,4247546.5,3034066.0,2883054.17,151011.83,71.43,4.98
WI,2005-12-31,4285260.58,3029178.92,2885775.42,143403.5,70.68,4.73
WI,2006-12-31,4323865.25,3066483.75,2923210.08,143273.67,70.92,4.67
WI,2007-12-31,4358160.58,3087839.0,2939248.75,148590.25,70.85,4.81
WI,2008-12-31,4388989.0,3099608.25,2945062.33,154545.92,70.62,4.98
WI,2009-12-31,4417133.67,3113291.17,2834563.17,278728.0,70.48,8.95
WI,2010-12-31,4435706.33,3082060.83,2820629.83,261431.0,69.51,8.48
WI,2011-12-31,4457584.0,3071377.33,2839578.58,231798.75,68.9,7.55
WI,2012-12-31,4480828.25,3070073.58,2857314.0,212759.58,68.52,6.93
WI,2013-12-31,4504761.17,3077898.08,2873366.08,204532.0,68.31,6.65
WI,2014-12-31,4526944.67,3077935.58,2913619.17,164316.42,67.99,5.34
WI,2015-12-31,4545551.5,3084137.92,2947649.33,136488.58,67.84,4.43
WI,2016-12-31,4566315.08,3110442.67,2988620.83,121821.83,68.12,3.92
WI,2017-12-31,4617621.42,3141440.08,3039303.5,102136.58,68.04,3.25
WI,2018-12-31,4643523.5,3123624.33,3030236.17,93388.17,67.27,2.99
WI,2019-12-31,4670190.5,3117757.67,3017996.83,99760.83,66.77,3.2
WI,2020-12-31,4692207.75,3100160.75,2900235.67,199925.08,66.08,6.46
WI,2021-12-31,4701871.58,3107755.0,2987464.42,120290.58,66.1,3.87
WI,2022-12-31,4725714.67,3094534.17,3004927.0,89607.17,65.49,2.9
WI,2023-12-31,4759727.42,3133528.25,3038468.5,95059.75,65.83,3.03
WI,2024-12-31,4791213.89,3143116.33,3049835.22,93281.11,65.61,2.97
WV,1976-12-31,1366916.67,708148.5,657111.58,51036.92,51.8,7.21
WV,1977-12-31,1394583.33,718867.08,669203.5,49663.58,51.54,6.91
WV,1978-12-31,1412666.67,735385.75,688699.58,46686.17,52.07,6.35
WV,1979-12-31,1430416.67,755642.75,700267.83,55374.92,52.82,7.32
WV,1980-12-31,1444250.0,770601.17,692545.5,78055.67,53.36,10.12
WV,1981-12-31,1456000.0,776249.5,693954.92,82294.58,53.32,10.6
WV,1982-12-31,1463250.0,780210.17,670669.0,109541.17,53.32,14.05
WV,1983-12-31,1470333.33,762477.75,631035.83,131441.92,51.87,17.24
WV,1984-12-31,1468083.33,758315.67,651366.33,106949.33,51.65,14.1
WV,1985-12-31,1462916.67,752506.67,653438.58,99068.08,51.43,13.16
WV,1986-12-31,1455666.67,747076.92,656984.83,90092.08,51.32,12.06
WV,1987-12-31,1449750.0,741707.75,660283.75,81424.0,51.15,10.98
WV,1988-12-31,1440583.33,741071.83,667386.25,73685.58,51.45,9.94
WV,1989-12-31,1431416.67,760515.42,694152.42,66363.0,53.13,8.73
WV,1990-12-31,1398424.0,769530.5,703193.08,66337.42,55.02,8.62
WV,1991-12-31,1408715.0,780846.83,697680.92,83165.92,55.42,10.65
WV,1992-12-31,1415983.0,787333.5,698941.0,88392.5,55.59,11.23
WV,1993-12-31,1426083.92,784404.75,703505.75,80899.0,55.01,10.31
WV,1994-12-31,1432101.83,787087.67,717720.17,69367.5,54.96,8.81
WV,1995-12-31,1434619.83,786740.92,723944.42,62796.5,54.84,7.98
WV,1996-12-31,1437387.67,790930.67,730482.25,60448.42,55.02,7.64
WV,1997-12-31,1436405.33,790853.58,735650.17,55203.42,55.06,6.98
WV,1998-12-31,1434423.33,795322.17,742163.25,53158.92,55.45,6.68
WV,1999-12-31,1432274.58,799311.08,747732.75,51578.33,55.8,6.45
WV,2000-12-31,1430170.17,799165.08,754546.08,44619.0,55.89,5.58
WV,2001-12-31,1426972.92,796553.92,753538.25,43015.67,55.83,5.4
WV,2002-12-31,1428455.17,798758.25,747170.08,51588.17,55.93,6.46
WV,2003-12-31,1431581.75,791748.17,739791.08,51957.08,55.3,6.56
WV,2004-12-31,1432843.58,789350.75,743891.5,45459.25,55.08,5.76
WV,2005-12-31,1435075.83,794510.83,751282.33,43228.5,55.36,5.44
WV,2006-12-31,1440091.25,804817.08,763107.5,41709.58,55.88,5.18
WV,2007-12-31,1444435.17,804399.42,765698.25,38701.17,55.68,4.81
WV,2008-12-31,1448678.17,806439.5,768195.25,38244.25,55.67,4.74
WV,2009-12-31,1453260.92,811494.92,744103.75,67391.17,55.83,8.31
WV,2010-12-31,1476456.67,809945.08,740003.25,69941.83,54.86,8.64
WV,2011-12-31,1486488.08,806350.25,743259.17,63091.08,54.25,7.82
WV,2012-12-31,1488021.5,808226.75,749685.58,58541.17,54.31,7.24
WV,2013-12-31,1487022.58,799661.17,745972.25,53688.92,53.78,6.71
WV,2014-12-31,1484923.0,795676.08,743891.0,51785.08,53.58,6.51
WV,2015-12-31,1480493.0,791617.67,739529.83,52087.83,53.47,6.58
WV,2016-12-31,1474039.5,785058.58,737157.83,47900.75,53.26,6.1
WV,2017-12-31,1467310.42,784635.83,743723.0,40912.83,53.47,5.21
WV,2018-12-31,1458977.42,793402.17,752454.75,40947.42,54.37,5.16
WV,2019-12-31,1452859.67,795054.33,755831.75,39222.58,54.72,4.93
WV,2020-12-31,1443575.08,776959.67,712800.17,64159.5,53.82,8.29
WV,2021-12-31,1438214.58,773948.17,734139.33,39808.83,53.82,5.14
WV,2022-12-31,1432000.17,778543.17,748299.67,30243.5,54.36,3.88
WV,2023-12-31,1430836.75,785613.67,754950.17,30663.5,54.91,3.9
WV,2024-12-31,1431376.33,789409.44,755968.78,33440.67,55.16,4.24
WY,1976-12-31,275500.0,180625.83,173663.42,6962.42,65.57,3.86
WY,1977-12-31,288833.33,195055.75,188733.42,6322.33,67.52,3.25
WY,1978-12-31,304250.0,210341.42,204336.08,6005.33,69.12,2.85
WY,1979-12-31,319666.67,223233.25,217570.25,5663.0,69.82,2.53
WY,1980-12-31,335333.33,235515.75,226493.75,9022.0,70.23,3.82
WY,1981-12-31,348250.0,247261.58,237026.25,10235.33,70.99,4.14
WY,1982-12-31,358000.0,253213.25,238116.0,15097.25,70.73,5.95
WY,1983-12-31,363083.33,256866.67,236390.33,20476.33,70.75,7.97
WY,1984-12-31,361833.33,254891.33,238822.67,16068.67,70.44,6.3
WY,1985-12-31,358083.33,253894.92,236086.75,17808.17,70.9,7.01
WY,1986-12-31,358416.67,251435.92,229774.42,21661.5,70.15,8.62
WY,1987-12-31,349500.0,242983.75,223451.75,19532.0,69.5,8.03
WY,1988-12-31,345500.0,239012.83,223602.25,15410.58,69.18,6.45
WY,1989-12-31,344000.0,238557.17,224045.17,14512.0,69.36,6.08
WY,1990-12-31,329521.33,237136.58,225018.5,12118.08,71.97,5.11
